show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s1045,TV Show,High-Rise Invasion,,"Haruka Shiraishi, Shiki Aoki, Akira Sekine, Junya Enoki, Yuuichirou Umehara, Megumi Ogata, Shoya Chiba, Makoto Furukawa, Seiro Ogino, Koji Yusa, Chika Anzai, Asami Seto, Shizuka Ito, Juri Kimura, Kaito Ishikawa, Yoko Hikasa, Jun Fukuyama",Japan,"April 15, 2021",2021,TV-MA,1 Season,"Anime Series, International TV Shows, TV Thrillers","Yuri, una estudiante de secundaria, se encuentra en lo alto de un rascacielos en un mundo extraño, donde debe sobrevivir contra asaltantes enmascarados empeñados en matar a sus presas."
s1046,TV Show,Next in Fashion,,"Tan France, Alexa Chung",United States,"April 15, 2021",2020,TV-14,1 Season,Reality TV,Diseñadores talentosos de todo el mundo compiten por 250.000 dólares y la oportunidad de convertirse en la próxima gran novedad de la moda.
s1047,Movie,Only Mine,Michael Civille,"Amber Midthunder, Brett Zimmerman, Chris Browning, Walter Fauntleroy, Claudia Ferri, Lorenzo James Henrie, Ellen Wroe, Ashley Holliday Tavares, Nancy Linehan Charles, Jonna Walsh",United States,"April 15, 2021",2019,TV-14,88 min,Thrillers,"Después de salir con un policía encantador que se convierte en un acosador obsesivo, una chica de pueblo debe salvarse de sus métodos mortales."
s1048,TV Show,Peasants Rebellion,,"Ward El Kal, Aimée Sayah, Bassem Moughnie, Carlos Azar, Sara Abi Kanaan, Wesam Hanna",Lebanon,"April 15, 2021",2018,TV-14,1 Season,"International TV Shows, TV Dramas","En el Líbano feudal, los agricultores se rebelan contra la nobleza bajo el liderazgo de una figura revolucionaria que defiende a los oprimidos."
s1049,TV Show,Power Players,,"Kieran Walton, Carlos Salazar, Greg Chun, Jamieson Price, Reba Buhr, Todd Haberkorn, Landon McDonald, Scott Whyte, Paul Haapaniemi","United States, France","April 15, 2021",2020,TV-Y,3 Seasons,Kids' TV,Un niño se transforma en un superhéroe del tamaño de una figura de acción y forma equipo con sus juguetes en una lucha contra un robot malvado para salvar el mundo.
s1050,TV Show,Ricky Zoom,,"Max Fincham, Twinkle Jaiswal, Bradley Bissett, Dylan Naden, Adam Longworth, Ashton Frank, Edward Moloney, Esther Coles, Jess Robinson, Miranda Pointer, Osian Thompson, Simon Lipkin, Richard David-Caine","China, United Kingdom","April 15, 2021",2019,TV-Y,1 Season,"British TV Shows, Kids' TV",Corre junto con Ricky Zoom y sus leales Bike Buddies mientras recorren su ciudad de dos ruedas de Wheelford en misiones de rescate y aprenden acrobacias rápidas.
s1051,Movie,Ride or Die,Ryuichi Hiroki,"Kiko Mizuhara, Honami Sato, Yoko Maki, Anne Suzuki, Tetsushi Tanaka, Sara Minami, Yui Uemura, Shinya Niiro, Shunsuke Tanaka, Setsuko Karasuma",Japan,"April 15, 2021",2021,TV-MA,143 min,"Dramas, International Movies, LGBTQ Movies","Rei ayuda a la mujer de la que ha estado enamorada durante años a escapar de su marido abusivo. Mientras huyen, sus sentimientos mutuos se incendian."
s1052,TV Show,Sonic X,,"Junichi Kanemaru, Sanae Kobayashi, Ryo Hirohashi, Taeko Kawata, Nobutoshi Canna, Koji Yusa, Rumi Ochiai, Sayaka Aoki, Chikao Otsuka",Japan,"April 15, 2021",2003,TV-Y7,2 Seasons,"Anime Series, Kids' TV","Una misión que sale mal transporta a Sonic the Hedgehog, sus amigos, el Dr. Eggman y las Chaos Emeralds a otra dimensión: la Tierra."
s1053,Movie,The Master,Paul Thomas Anderson,"Joaquin Phoenix, Philip Seymour Hoffman, Amy Adams, Laura Dern, Kevin J. O'Connor, Jesse Plemons, Rami Malek, Christopher Evan Welch, Madisen Beaty, Ambyr Childers, Price Carson",United States,"April 15, 2021",2012,R,137 min,"Dramas, Independent Movies","Un solitario bebedor encuentra algo parecido a una familia cuando se topa con el barco de Lancaster Dodd, el carismático líder de una nueva ""religión""."
s1054,Movie,Time Is Illmatic,One9,"Nasir 'Nas' Jones, Busta Rhymes, Pete Rock, Pharrell Williams, Q-Tip, Swizz Beatz, Alicia Keys, DJ Premier",United States,"April 15, 2021",2014,TV-MA,75 min,"Documentaries, Music & Musicals","Este documental, que ofrece una mirada detrás de escena de la realización del álbum debut de Nas, también profundiza en su profunda conexión con sus raíces neoyorquinas."
s1055,Movie,Wave of Cinema: One Day We'll Talk About Today,Adriano Rudiman,"Isyana Sarasvati, Kunto Aji, Sisir Tanah, Chiki Fawzi, ARAH, Hindia, Ardhito Pramono, Rio Dewanto, Angga Dwimas Sasongko, Rachel Amanda",,"April 15, 2021",2020,TV-14,71 min,"Documentaries, International Movies, Music & Musicals","Adéntrate en un concierto musical y revive momentos de ""Un día hablaremos de hoy"", una película sobre la familia y el trauma intergeneracional."
s1056,Movie,Zoot Suit,Luis Valdez,"Daniel Valdez, Edward James Olmos, Charles Aidman, Tyne Daly, John Anderson, Abel Franco, Mike Gomez, Francis X. McCarthy, Alma Martínez, Lupe Ontiveros, Tony Plana",United States,"April 15, 2021",1981,R,103 min,"Cult Movies, Dramas, Music & Musicals","En este drama basado en un juicio de la década de 1940, los miembros de una pandilla mexicano-estadounidense son sentenciados a San Quintín por un asesinato que tal vez no hayan cometido."
s1057,TV Show,Ajaibnya Cinta,,,,"April 14, 2021",2015,TV-PG,1 Season,"International TV Shows, TV Dramas","Al regresar a casa después de sus estudios en el extranjero, el joven graduado Akif se ve involucrado con cuatro mujeres en esta continuación de la serie ""Spain Uoolss""."
s1058,TV Show,Dad Stop Embarrassing Me!,,"Jamie Foxx, David Alan Grier, Kyla-Drew, Porscha Coleman, Jonathan Kite, Heather Hemmens, Valente Rodriguez",United States,"April 14, 2021",2021,TV-14,1 Season,TV Comedies,Un padre soltero y propietario de una marca de cosméticos descubre la paternidad sobre la marcha cuando su decidida hija adolescente se muda con él.
s1059,TV Show,Fate: The Winx Saga,,"Abigail Cowen, Hannah Van Der Westhuysen, Precious Mustapha, Eliot Salt, Elisha Applebaum, Danny Griffin, Sadie Soverall, Freddie Thorp, Rob James-Collier, Eve Best, Lesley Sharp","Italy, United Kingdom","April 14, 2021",2021,TV-MA,1 Season,"British TV Shows, International TV Shows, TV Dramas","Decididos a dominar sus poderes encantadores, un grupo de adolescentes navega por la rivalidad, el romance y los estudios sobrenaturales en Alfea, un internado mágico."
s1060,TV Show,House of Cards,,"Kevin Spacey, Robin Wright, Kate Mara, Corey Stoll, Sakina Jaffrey, Kristen Connolly, Constance Zimmer, Sebastian Arcelus, Nathan Darrow, Sandrine Holt, Michel Gill, Elizabeth Norment, Mahershala Ali, Reg E. Cathey, Molly Parker, Derek Cecil, Elizabeth Marvel, Kim Dickens, Lars Mikkelsen, Michael Kelly, Joel Kinnaman, Campbell Scott, Patricia Clarkson, Neve Campbell",United States,"April 14, 2021",2018,TV-MA,6 Seasons,"TV Dramas, TV Thrillers","Un político despiadado no se detendrá ante nada para conquistar Washington, D.C., en este drama político ganador de un Emmy y un Globo de Oro."
s1061,TV Show,Indian Matchmaking,,,"United States, India","April 14, 2021",2020,TV-14,1 Season,"Reality TV, Romantic TV Shows","La casamentera Sima Taparia guía a clientes en los EE. UU. y la India en el proceso de matrimonio arreglado, ofreciendo una mirada interna a la costumbre en una era moderna."
s1062,TV Show,Jeffrey Epstein: Filthy Rich,,,United States,"April 14, 2021",2020,TV-MA,1 Season,"Crime TV Shows, Docuseries",Las historias de los sobrevivientes alimentan esta serie documental que examina cómo el delincuente sexual convicto Jeffrey Epstein usó su riqueza y poder para llevar a cabo sus abusos.
s1063,TV Show,Law School,,"Kim Myung-min, Kim Beom, Ryu Hye-young, Lee Jung-eun, Park Hyuk-kwon, An Nae-sang, Chung Won-joong, Lee Su-kyoung, Lee David, Go Youn-jung, Hyunwoo",South Korea,"April 14, 2021",2021,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","Cuando ocurre un incidente sombrío en su prestigiosa escuela, un duro profesor de derecho y sus ambiciosos estudiantes ponen a prueba la justicia a través de la ley."
s1064,TV Show,Living with Yourself,,"Paul Rudd, Aisling Bea, Desmin Borges, Zoë Chao, Karen Pittman",United States,"April 14, 2021",2019,TV-MA,1 Season,"TV Comedies, TV Dramas","Agotado por la vida, Miles se somete a un extraño procedimiento en el spa de un centro comercial y al despertar descubre que ha sido reemplazado por una mejor versión de sí mismo."
s1065,TV Show,Signal,,"Kim Hye-su, Lee Je-hoon, Cho Jin-woong, Jang Hyun-sung, Jeong Hae-gyoon, Kim Won-hae, Jung Han-bi, Lee Yu-jun, Son Hyeon-ju",South Korea,"April 14, 2021",2016,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows","Comunicándose a través de un walkie-talkie que trasciende el tiempo, un perfilador de 2015 y un detective de 1989 unen fuerzas para abordar los crímenes y la injusticia."
s1066,TV Show,Slasher,,"Katie McGrath, Brandon Jay McLaren, Steve Byers, Patrick Garrow, Dean McDermott, Christopher Jacot, Wendy Crewson, Leslie Hope, Lovell Adams-Gray, Jim Watson, Paulino Nunes, Ty Olsson, Joanne Vannicola, Sebastian Pigott, Madison Cheeatow, Melinda Shankar, Kaitlyn Leeb, Rebecca Liddiard, Paula Brancati, Salvatore Antonio, Lisa Berry, Gabriel Darku, Erin Karpluk, Mercedes Morris, Ilan Muallem, Baraka Rahmani, Rosie Simon, Robert Cormier",Canada,"April 14, 2021",2019,TV-MA,3 Seasons,"TV Horror, TV Mysteries, TV Thrillers",Asesinos en serie desenfrenados dejan una matanza a su paso mientras sus próximas víctimas luchan por mantenerse con vida en esta serie de antología de terror.
s1067,Movie,The Soul,Cheng Wei-hao,"Chang Chen, Janine Chang, Christopher Lee, Anke Sun, Lin Hui-min, Samuel Ku, Zhang Bojia, Lu Hsueh-feng","China, Taiwan","April 14, 2021",2021,TV-MA,130 min,"Dramas, International Movies, Thrillers","Mientras investigan la muerte de un hombre de negocios, un fiscal y su esposa descubren secretos ocultos mientras se enfrentan a su propio dilema de vida o muerte."
s1068,TV Show,The Underclass,Pass Patthanakumjon,"Nannaphas Loetnamchoetsakun, Praewa Suthamphong, Sumitra Duangkaew, Tanutchai Wijitvongtong, Tarisa Preechatangkit, Natticha Chantaravareelekha, Miori Ohkubo, Pakwan Noijaiboon, Napaphat Worraphuttanon, Vathusiri Phuwapunyasiri, Rinrada Inthaisong, Suchaya Saenkhot, Mananya Kaoju, Kandis Wanarun, Ekapol Deebunmee, Panta Pattanaampaiwong, Rachaya Tupkunanon, Supasawad Buranawech, Thitirat Rojsangrat, Sawanee Utoomma, Phattharanarin Mueanarit, Chanyapuk Numprasop",Thailand,"April 14, 2021",2020,TV-MA,1 Season,"International TV Shows, TV Dramas, Teen TV Shows","Después de ser expulsada de un programa de élite, una estudiante se ve envuelta en los asuntos de una pandilla de la escuela secundaria mientras intenta encontrar su propia identidad."
s1069,TV Show,Unnatural Selection,,,United States,"April 14, 2021",2019,TV-MA,1 Season,"Docuseries, Science & Nature TV","Desde erradicar enfermedades hasta seleccionar los rasgos de un niño, la edición genética brinda a los humanos la oportunidad de piratear la biología. Conozca a las personas reales detrás de la ciencia."
s1070,Movie,Uppena,Buchi Babu Sana,"Panja Vaisshnav Tej, Krithi Shetty, Vijay Sethupathi",India,"April 14, 2021",2020,TV-14,145 min,"Dramas, International Movies, Romantic Movies","El hijo de una comunidad pesquera se enamora de la hija del jefe de la aldea, pero se enfrentan a la violenta oposición del obstinadamente anticuado padre de la niña."
s1071,Movie,Why Did You Kill Me?,Fredrick Munk,,United States,"April 14, 2021",2021,TV-MA,84 min,Documentaries,"La línea entre la justicia y la venganza se desdibuja cuando una familia devastada utiliza las redes sociales para localizar a las personas que mataron a Crystal Theobald, de 24 años."
s1072,Movie,Motu Patlu in Hong Kong: Kung Fu Kings 3,Suhas Kadav,"Saurav Chakraborty, Sankalp Rastogi, Anamaya Varma, Aditya Raaj, Manoj Pandey",,"April 13, 2021",2017,TV-Y7,84 min,"Children & Family Movies, Music & Musicals","Con un peligroso villano al que derrotar en Hong Kong, Motu lleva sus habilidades en artes marciales al siguiente nivel y entrena con un maestro deshuesado para enfrentarse al enemigo."
s1073,Movie,Motu Patlu in the City of Gold,Suhas Kadav,"Saurav Chakraborty, Ganesh Diweker, Arpita Vora, Manoj Pandey, Mayur Vyas, Sanjeev Tiwari, Nandkishore Pandey, Aditya Raaj",,"April 13, 2021",2018,TV-Y7,77 min,"Children & Family Movies, Comedies, Music & Musicals","Derrotado por el fuerte pero ingenuo Motu en una carrera, un malvado jinete lo desafía a una misión más peligrosa: ¡encontrar una ciudad perdida llena de tesoros!."
s1074,Movie,Motu Patlu Kung Fu Kings 4 The Challenge of Kung Fu Brothers,Suhas Kadav,"Saurav Chakraborty, Sanket Mhatre, Kamal Chaturvedi, Warren Dsouza, Trilok Patel, Manish Bhuvan",,"April 13, 2021",2018,TV-Y7,86 min,"Children & Family Movies, Music & Musicals","Mientras están en Japón, los mejores amigos Motu y Patlu tienen sólo un mes para entrenar para una batalla épica de artes marciales contra dos hermanos malvados pero altamente hábiles."
s1075,Movie,Motu Patlu the Superheroes – Super Villains from Mars,Suhas Kadav,Saurav Chakraborty,,"April 13, 2021",2019,TV-Y7,79 min,Children & Family Movies,"Los amigos Motu y Patlu deben salvar al mundo de tres ladrones espaciales, ¡pero el trabajo se vuelve mucho más difícil cuando una colisión cósmica otorga superpoderes a los enemigos!"
s1076,TV Show,My Love: Six Stories of True Love,"Moyoung Jin, Caroline Sá, Deepti Kakkar, Fahad Mustafa, Hikaru Toda, Chico Pereira, Elaine McMillion Sheldon",,"United States, Brazil, Japan, Spain, India","April 13, 2021",2021,TV-PG,1 Season,Docuseries,Seis parejas de toda la vida en diferentes partes del mundo comparten su amor de décadas en estos tiernos retratos filmados a lo largo de un año.
s1077,Movie,Shiva VS Autobots,Suhas Kadav,,,"April 13, 2021",2018,TV-Y7,80 min,Children & Family Movies,"Cuando un enemigo malvado toma el control de un dispositivo que hace que los vehículos giren fuera de control de manera destructiva, ¡el niño superhéroe Shiva debe detener el caos!"
s1078,Movie,Shiva: Journey to Plunotaria,Suhas Kadav,,,"April 13, 2021",2019,TV-Y7,81 min,Children & Family Movies,El joven superhéroe Shiva debe usar sus poderes para frustrar los planes de un científico intrigante de destruir la Tierra con perdigones explosivos del planeta Plunotaria.
s1079,Movie,Shiva: The Secret World Of Vedas City,Suhas Kadav,,,"April 13, 2021",2017,TV-Y,78 min,Children & Family Movies,"Cuando un príncipe que reclama la ciudad como suya ordena a los residentes de Vedas que evacuen, el joven Shiva se propone salvar la ciudad y a sus ciudadanos."
s1080,TV Show,The Baker and the Beauty,,"Victor Rasuk, Nathalie Kelley, Dan Bucatinsky, David Del Rio, Michelle Veintimilla, Lisa Vidal, Carlos Gómez, Belissa Escobedo","Israel, United States","April 13, 2021",2020,TV-PG,1 Season,"Romantic TV Shows, TV Comedies, TV Dramas","Un panadero de Miami y una fashionista intentan hacer que el romance funcione a pesar de la presión que enfrentan por parte de ex celosos, familiares entrometidos y paparazzi invasivos."
s1081,Movie,New Gods: Nezha Reborn,Zhao Ji,"Yang Tianxiang, Zhang He, Xuan Xiaoming, Li Shimeng",China,"April 12, 2021",2021,TV-14,118 min,"Action & Adventure, Anime Features, International Movies","Mientras vive como un repartidor corriente y un aficionado a las carreras de motor, Nezha se encuentra con viejos enemigos y debe redescubrir sus poderes para proteger a sus seres queridos."
s1082,TV Show,"Nicky, Ricky, Dicky & Dawn",,"Brian Stepanek, Allison Munn, Aidan Gallagher, Casey Simpson, Mace Coronel, Lizzy Greene",United States,"April 12, 2021",2018,TV-G,4 Seasons,"Kids' TV, TV Comedies","El hecho de que sean cuatrillizos no significa que estos niños de 10 años siempre se lleven bien. Pero a pesar de todas las disputas, son leales hasta el final."
s1083,TV Show,Don't be the First one,,"Park Mi-sun, Jang Do-youn",,"April 11, 2021",2021,TV-14,1 Season,"International TV Shows, Reality TV","¿Es mejor el matrimonio entre gente divertida? Al revelar su vida cotidiana, las parejas de comediantes famosos exploran los vínculos que los mantienen unidos."
s1084,Movie,The Stand-In,Jamie Babbit,"Drew Barrymore, Michael Zegen, T.J. Miller, Holland Taylor, Ellie Kemper, Andrew Rannells, Michelle Buteau",United States,"April 10, 2021",2020,R,102 min,Comedies,"Con su carrera en ruinas, una solitaria estrella de cine contrata a su doble para que vaya a rehabilitación por ella, sin esperar cuánto disfrutará el doble del papel."
s1085,TV Show,Heaven Official's Blessing,,"Jiang Guangtao, Ma Zhengyang, Wen Sen, Hu Liangwei, Huang Ying",China,"April 9, 2021",2020,TV-14,1 Season,"Anime Series, International TV Shows, Romantic TV Shows","Desterrada al reino de los mortales para exorcizar fantasmas, una deidad debe contar con un demonio y pronto descubre un oscuro secreto detrás de los dioses celestiales."
s1086,Movie,Night in Paradise,Park Hoon-jung,"Um Tae-goo, Jeon Yeo-been, Cha Seoung-won, Lee Ki-young, Park Ho-san",South Korea,"April 9, 2021",2021,TV-MA,132 min,"Dramas, International Movies","Escondido en la isla de Jeju después de una tragedia brutal, un mafioso agraviado con un objetivo en la espalda se conecta con una mujer que tiene sus propios demonios."
